-0.5 	-1 	0.5 	50.7477 	-24.6312 	-8.09827e-18
-0.492188 	-1 	0.5 	50.798 	-24.6673 	-6.92973e-18
-0.484375 	-1 	0.5 	50.851 	-24.7021 	-5.06272e-18
-0.476562 	-1 	0.5 	50.8889 	-24.7454 	-1.73007e-17
-0.46875 	-1 	0.5 	50.9262 	-24.7895 	-2.98284e-17
-0.460938 	-1 	0.5 	50.9811 	-24.8347 	-2.28013e-17
-0.453125 	-1 	0.5 	51.036 	-24.88 	-1.57733e-17
-0.445312 	-1 	0.5 	51.0908 	-24.9253 	-8.74531e-18
-0.4375 	-1 	0.5 	51.1457 	-24.9705 	-1.71821e-18
-0.429688 	-1 	0.5 	51.1932 	-25.014 	1.04562e-18
-0.421875 	-1 	0.5 	51.2502 	-25.0567 	-1.55445e-18
-0.414062 	-1 	0.5 	51.295 	-25.1106 	-4.95576e-18
-0.40625 	-1 	0.5 	51.3438 	-25.1619 	-6.89504e-18
-0.398438 	-1 	0.5 	51.3946 	-25.212 	-8.09057e-18
-0.390625 	-1 	0.5 	51.4472 	-25.261 	-8.60465e-18
-0.382812 	-1 	0.5 	51.5128 	-25.3018 	-4.26245e-18
-0.375 	-1 	0.5 	51.5756 	-25.343 	1.0609e-19
-0.367188 	-1 	0.5 	51.6159 	-25.388 	4.69337e-18
-0.359375 	-1 	0.5 	51.6771 	-25.4324 	4.22475e-18
-0.351562 	-1 	0.5 	51.7453 	-25.4757 	2.28317e-18
-0.34375 	-1 	0.5 	51.8163 	-25.5075 	2.23631e-18
-0.335938 	-1 	0.5 	51.8874 	-25.5393 	2.18945e-18
-0.328125 	-1 	0.5 	51.9478 	-25.5941 	3.55276e-18
-0.320312 	-1 	0.5 	52.0094 	-25.6372 	3.37317e-18
-0.3125 	-1 	0.5 	52.0731 	-25.667 	1.59482e-18
-0.304688 	-1 	0.5 	52.1398 	-25.707 	2.09906e-18
-0.296875 	-1 	0.5 	52.2075 	-25.7509 	3.47816e-18
-0.289062 	-1 	0.5 	52.2752 	-25.7948 	4.85726e-18
-0.28125 	-1 	0.5 	52.3437 	-25.8415 	6.85989e-18
-0.273438 	-1 	0.5 	52.4136 	-25.888 	9.68398e-18
-0.265625 	-1 	0.5 	52.4865 	-25.9289 	8.0967e-18
-0.257812 	-1 	0.5 	52.5586 	-25.9682 	8.15122e-18
-0.25 	-1 	0.5 	52.6306 	-26.0075 	8.20573e-18
-0.242188 	-1 	0.5 	52.7027 	-26.0468 	8.26024e-18
-0.234375 	-1 	0.5 	52.7751 	-26.0888 	5.12355e-18
-0.226562 	-1 	0.5 	52.8479 	-26.1324 	-2.67959e-20
-0.21875 	-1 	0.5 	52.9298 	-26.1654 	-1.08021e-17
-0.210938 	-1 	0.5 	53.0125 	-26.1977 	-1.90078e-17
-0.203125 	-1 	0.5 	53.0896 	-26.2372 	-1.16806e-17
-0.195312 	-1 	0.5 	53.1667 	-26.2767 	-4.35326e-18
-0.1875 	-1 	0.5 	53.2463 	-26.3205 	1.87003e-18
-0.179688 	-1 	0.5 	53.3334 	-26.3649 	7.59942e-19
-0.171875 	-1 	0.5 	53.4195 	-26.3985 	-1.33726e-18
-0.164062 	-1 	0.5 	53.5135 	-26.4371 	-1.05346e-18
-0.15625 	-1 	0.5 	53.6069 	-26.4755 	-8.05009e-19
-0.148438 	-1 	0.5 	53.6909 	-26.5096 	-1.2002e-18
-0.140625 	-1 	0.5 	53.7749 	-26.5437 	-1.59544e-18
-0.132812 	-1 	0.5 	53.8671 	-26.5814 	3.67724e-20
-0.125 	-1 	0.5 	53.9562 	-26.6078 	2.08141e-18
-0.117188 	-1 	0.5 	54.0492 	-26.6348 	1.08551e-18
-0.109375 	-1 	0.5 	54.1447 	-26.6655 	-1.23024e-18
-0.101562 	-1 	0.5 	54.2378 	-26.6991 	-5.29519e-18
-0.09375 	-1 	0.5 	54.3308 	-26.7328 	-9.35962e-18
-0.085938 	-1 	0.5 	54.4313 	-26.7652 	-5.02763e-18
-0.078125 	-1 	0.5 	54.5345 	-26.7948 	4.38607e-18
-0.070312 	-1 	0.5 	54.6361 	-26.8169 	1.9071e-17
-0.0625 	-1 	0.5 	54.7413 	-26.8402 	2.0232e-17
-0.054688 	-1 	0.5 	54.8482 	-26.8642 	1.45813e-17
-0.046875 	-1 	0.5 	54.9552 	-26.8882 	8.92986e-18
-0.039062 	-1 	0.5 	55.0609 	-26.9121 	3.58284e-18
-0.03125 	-1 	0.5 	55.1609 	-26.9366 	4.63893e-18
-0.023438 	-1 	0.5 	55.2659 	-26.9471 	5.72614e-18
-0.015625 	-1 	0.5 	55.3734 	-26.9661 	9.07657e-18
-0.007812 	-1 	0.5 	55.4808 	-26.9851 	1.24296e-17
0 	-1 	0.5 	55.5883 	-27.0041 	1.57822e-17
0.007812 	-1 	0.5 	55.697 	-27.0232 	1.44251e-17
0.015625 	-1 	0.5 	55.8071 	-27.0425 	7.8913e-18
0.023438 	-1 	0.5 	55.922 	-27.0516 	3.83333e-18
0.03125 	-1 	0.5 	56.0395 	-27.0549 	1.16188e-18
0.039062 	-1 	0.5 	56.162 	-27.0612 	1.60179e-18
0.046875 	-1 	0.5 	56.2852 	-27.068 	2.50475e-18
0.054688 	-1 	0.5 	56.4084 	-27.0747 	3.40771e-18
0.0625 	-1 	0.5 	56.5254 	-27.0829 	5.29454e-18
0.070312 	-1 	0.5 	56.6422 	-27.0789 	2.93287e-18
0.078125 	-1 	0.5 	56.7636 	-27.0746 	4.09066e-18
0.085938 	-1 	0.5 	56.8866 	-27.0715 	7.3846e-18
0.09375 	-1 	0.5 	57.0095 	-27.0684 	1.06781e-17
0.101562 	-1 	0.5 	57.1324 	-27.0653 	1.39716e-17
0.109375 	-1 	0.5 	57.2505 	-27.068 	1.20616e-17
0.117188 	-1 	0.5 	57.3625 	-27.078 	3.63355e-18
0.125 	-1 	0.5 	57.4947 	-27.0678 	-9.67915e-18
0.132812 	-1 	0.5 	57.6318 	-27.0524 	-1.1285e-17
0.140625 	-1 	0.5 	57.7608 	-27.0449 	2.67858e-18
